CountryCode,subset,question_code,question_label,answer,percentage,notes
Finland,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,20,
Finland,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,30,
Finland,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,47,
Finland,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,3,[0]
France,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,55,
France,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,37,
France,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,6,
France,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,1,[0]
France,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,68,
France,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,19,
France,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,10,
France,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,2,
France,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,50,
France,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,32,
France,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,17,
France,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,1,[0]
France,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,59,
France,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,14,
France,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,24,
France,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,3,[0]
France,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,41,
France,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,26,
France,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,31,
France,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,3,[0]
Croatia,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,74,
Croatia,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,17,
Croatia,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,8,[0]
Croatia,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,1,[0]
Croatia,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,79,
Croatia,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,4,
Croatia,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,16,
Croatia,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,1,[0]
Croatia,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,52,
Croatia,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,14,
Croatia,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,32,
Croatia,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,1,[0]
Croatia,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,66,
Croatia,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,3,[0]
Croatia,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,31,
Croatia,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,0,[0]
Croatia,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,57,
Croatia,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,12,[0]
Croatia,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,29,
Croatia,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,2,[0]
Hungary,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,58,
Hungary,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,32,
Hungary,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,9,
Hungary,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,0,[0]
Hungary,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,75,
Hungary,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,8,
Hungary,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,16,
Hungary,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,1,[0]
Hungary,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,39,
Hungary,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,22,
Hungary,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,37,
Hungary,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,1,[0]
Hungary,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,58,
Hungary,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,7,[0]
Hungary,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,34,
Hungary,Bisexual men,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,0,[0]
Hungary,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,45,
Hungary,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,12,[0]
Hungary,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,41,
Hungary,Transgender,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,2,[0]
Ireland,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,59,
Ireland,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,27,
Ireland,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,13,
Ireland,Lesbian,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,1,[0]
Ireland,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,63,
Ireland,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,14,
Ireland,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,22,
Ireland,Gay,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,0,[0]
Ireland,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,36,
Ireland,Bisexual women,e1,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,20,
