CountryCode,target_group,subset,question_code,question_label,answer,percentage,notes
Cyprus,Trans people,Trans man,DEXa13,How old were you when you realised for the first time you are LGB?,35-54y.o.,:, [1] 
Cyprus,Trans people,Trans man,DEXa13,How old were you when you realised for the first time you are LGB?,55y.o. or more,:, [1] 
Cyprus,Trans people,Trans man,DEXa13,How old were you when you realised for the first time you are LGB?,Dont know,:, [1] 
Cyprus,Trans people,Trans person,DEXa13,How old were you when you realised for the first time you are LGB?,5y.o. or less,:, [1] 
Cyprus,Trans people,Trans person,DEXa13,How old were you when you realised for the first time you are LGB?,6-9y.o.,:, [1] 
Cyprus,Trans people,Trans person,DEXa13,How old were you when you realised for the first time you are LGB?,10-14y.o.,:, [1] 
Cyprus,Trans people,Trans person,DEXa13,How old were you when you realised for the first time you are LGB?,15-17y.o.,:, [1] 
Cyprus,Trans people,Trans person,DEXa13,How old were you when you realised for the first time you are LGB?,18-24y.o.,:, [1] 
Cyprus,Trans people,Trans person,DEXa13,How old were you when you realised for the first time you are LGB?,25-34y.o.,:, [1] 
Cyprus,Trans people,Trans person,DEXa13,How old were you when you realised for the first time you are LGB?,35-54y.o.,:, [1] 
Cyprus,Trans people,Trans person,DEXa13,How old were you when you realised for the first time you are LGB?,55y.o. or more,:, [1] 
Cyprus,Trans people,Trans person,DEXa13,How old were you when you realised for the first time you are LGB?,Dont know,:, [1] 
Cyprus,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,5y.o. or less,:, [1] 
Cyprus,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,6-9y.o.,:, [1] 
Cyprus,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,10-14y.o.,:, [1] 
Cyprus,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,15-17y.o.,:, [1] 
Cyprus,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,18-24y.o.,:, [1] 
Cyprus,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,25-34y.o.,:, [1] 
Cyprus,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,35-54y.o.,:, [1] 
Cyprus,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,55y.o. or more,:, [1] 
Cyprus,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,Dont know,:, [1] 
Cyprus,Trans people,Cross-dresser,DEXa13,How old were you when you realised for the first time you are LGB?,5y.o. or less,:, [1] 
